LTE基站接入点数,地市,带宽,接入OLT个数,日峰值利用率,日峰值流速,日忙时均值利用率,日忙时均值流速,日期,是否接入LTE基站,是否接入OLT,环名称,环的总节点数,省,分类
18.0,焦作,1,0.0,7.48%,74.75,6.60%,66.05,20200301,是,否,温县接入环6-滩路庄-西张王庄,8.0,河南,接入层
8.0,焦作,1,0.0,3.70%,36.99,3.34%,33.37,20200301,是,否,中站接入链1-丽水金沙-西城家园,1.0,河南,接入层
14.0,焦作,1,0.0,24.25%,242.46,23.37%,233.74,20200301,是,否,孟州接入环13-谷旦-北那沟东北,8.0,河南,接入层
4.0,焦作,1,0.0,0.75%,7.51,0.53%,5.33,20200301,是,否,博爱接入环26-博爱高级中学-西城2,2.0,河南,接入层
12.0,焦作,1,0.0,27.60%,276.04,22.10%,220.98,20200301,是,否,武陟县接入环33-新圪垱店-雁赵庄,0.0,河南,接入层
32.0,焦作,1,0.0,24.97%,249.65,23.96%,239.64,20200301,是,否,焦作接入环6-多氟多-辛庄,9.0,河南,接入层
18.0,焦作,1,0.0,24.02%,240.25,22.05%,220.49,20200301,是,否,武陟县接入环40-周村(电信)-雁赵庄,6.0,河南,接入层
12.0,焦作,1,0.0,8.25%,82.45,8.12%,81.22,20200301,是,否,武陟县接入环33-新圪垱店2-武陟观音堂,7.0,河南,接入层
32.0,焦作,10,0.0,2.50%,250.28,2.32%,231.98,20200301,是,否,银发接入环4-澳门豆捞2-解放区人民检察院,8.0,河南,接入层
0.0,焦作,1,0.0,0.03%,0.26,0.03%,0.26,20200301,否,否,沁阳接入链3-人寿财险,1.0,河南,接入层
28.0,焦作,2,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,武陟县接入链4-祥和物流,2.0,河南,接入层
22.0,焦作,other,0.0,30.32%,333.57,29.51%,324.65,20200301,是,否,博爱接入环34-阳庙-博爱阳邑,5.0,河南,接入层
6.0,焦作,1,0.0,10.14%,101.35,9.14%,91.37,20200301,是,否,温县接入环32-林庄-前张庄,3.0,河南,接入层
10.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,沁阳接入环36-东两水-廖屯,2.0,河南,接入层
16.0,焦作,10,0.0,2.93%,292.65,2.91%,291.1,20200301,是,否,孟州接入环9-孟州南关2-西沃,9.0,河南,接入层
0.0,焦作,1,0.0,21.85%,218.49,21.57%,215.68,20200301,否,否,孟州链3-孟州网络经济发展促进中心,1.0,河南,接入层
2.0,焦作,1,0.0,4.52%,45.22,4.07%,40.74,20200301,是,否,博爱链2-宏基2,2.0,河南,接入层
76.0,焦作,10,0.0,5.57%,556.84,5.18%,517.94,20200301,是,否,焦作市区接入环25-卫校西街-解放士林村西南基站（铁塔）,16.0,河南,接入层
18.0,焦作,1,0.0,6.13%,61.31,5.44%,54.4,20200301,是,否,焦作市区10G接入环1-高新数据-生产楼数据,3.0,河南,接入层
0.0,焦作,1,0.0,2.47%,24.73,2.19%,21.59,20200301,否,否,新新家园链10-山阳区人社局,1.0,河南,接入层
86.0,焦作,2,0.0,23.36%,467.22,21.72%,434.32,20200301,是,否,中站接入环1-丽水金沙-田涧,12.0,河南,接入层
24.0,焦作,10,0.0,1.31%,130.93,1.24%,124.4,20200301,是,否,焦作市区接入环10-芦堡-南李万,4.0,河南,接入层
24.0,焦作,10,0.0,1.30%,129.67,1.24%,123.62,20200301,是,否,焦作市接入环双跨环14-龙湖玖号酒店-东王储,4.0,河南,接入层
2.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,焦作市接入环双跨环9-杨庄小学-大北张-杨庄东南500米,1.0,河南,接入层
84.0,焦作,10,0.0,2.69%,269.3,2.52%,251.6,20200301,是,否,1焦作市接入环双跨环9-杨庄小学-大北张,3.0,河南,接入层
4.0,焦作,10,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,武陟县接入环1-西陶口-中司徒,5.0,河南,接入层
52.0,焦作,10,0.0,1.86%,186.46,1.65%,164.52,20200301,是,否,焦作市区接入环10-新体育馆2-师专2,8.0,河南,接入层
86.0,焦作,10,0.0,5.36%,536.0,5.03%,503.23,20200301,是,否,武陟县接入环19-职高北-歌乐苑,11.0,河南,接入层
0.0,焦作,1,0.0,0.16%,1.62,0.14%,1.29,20200301,否,否,马村接入环1-马村公交公司-马村办事处--马村泰康人寿链,1.0,河南,接入层
2.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,焦作市接入环双跨环3-造店-新发地链,1.0,河南,接入层
8.0,焦作,1,0.0,0.36%,3.64,0.24%,2.38,20200301,是,否,焦作市区接入环24-卫校西街-医药局-春光家属院链,2.0,河南,接入层
78.0,焦作,10,0.0,6.57%,656.66,6.15%,614.85,20200301,是,否,新新家园接入环7-新摩配城-康馨苑小区南,12.0,河南,接入层
22.0,焦作,10,0.0,2.22%,221.88,2.06%,205.69,20200301,是,否,焦作接入环4-二分局-学生路基站,8.0,河南,接入层
38.0,焦作,10,0.0,4.64%,464.31,4.35%,434.81,20200301,是,否,焦作市南北苑接入环3-老十七中-焦东百货,12.0,河南,接入层
52.0,焦作,20,0.0,1.91%,381.59,1.86%,372.02,20200301,是,否,焦作市南北苑接入环2-创远机械厂-中惠食品厂,10.0,河南,接入层
84.0,焦作,10,0.0,1.26%,125.72,1.23%,122.52,20200301,是,否,修武县接入环3-中铝联通-新王庄(10G),1.0,河南,接入层
70.0,焦作,11,0.0,4.43%,487.52,4.14%,455.4,20200301,是,否,生产楼接入环7-大别山商务酒店-农信小区,13.0,河南,接入层
68.0,焦作,10,0.0,3.79%,379.28,3.50%,349.94,20200301,是,否,新新家园接入环2-轮胎厂医院-豫轮宾馆,5.0,河南,接入层
2.0,焦作,10,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,武陟县接入环21-西陶基站-岳庄,8.0,河南,接入层
0.0,焦作,1,0.0,0.00%,0.02,0.00%,0.02,20200301,否,否,焦作市马村接入环2-中轴-博丽建材南-青岛汉缆链,1.0,河南,接入层
0.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,否,否,武陟县接入链8-武陟公安局（数据）,1.0,河南,接入层
0.0,焦作,1,0.0,0.22%,2.19,0.22%,2.18,20200301,否,否,孟州接入环31-孟州机房数据-孟州机房数据2-孟州地税局链,1.0,河南,接入层
0.0,焦作,1,0.0,14.31%,143.12,12.19%,121.88,20200301,否,否,孟州接入环31-孟州机房数据-孟州机房数据2-中医院链,1.0,河南,接入层
8.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,武陟县接入环30-侯园二巷-和平饭店-职专链,1.0,河南,接入层
102.0,焦作,10,0.0,12.84%,1284.21,10.04%,1003.92,20200301,是,否,修武县接入环9-方庄-新王庄,29.0,河南,接入层
32.0,焦作,1,0.0,22.37%,223.67,15.06%,150.56,20200301,是,否,沁阳接入环13-南坛(联通)-人寿保险2,5.0,河南,接入层
16.0,焦作,1,0.0,0.00%,0.0,0.00%,0.0,20200301,是,否,沁阳接入环20-崇义粮局-柏香,1.0,河南,接入层
22.0,焦作,1,0.0,8.18%,81.77,8.16%,81.62,20200301,是,否,沁阳接入环45-肖寺-大张村,9.0,河南,接入层
8.0,焦作,1,0.0,4.41%,44.08,2.91%,28.5,20200301,是,否,沁阳接入环44-老四中-柏香,2.0,河南,接入层
0.0,焦作,2,0.0,0.10%,1.93,0.09%,1.85,20200301,否,否,沁阳环15-晨光实业-东紫陵链,2.0,河南,接入层
